created_at,id_str,conversation_id_str,full_text,lang,favorited,retweeted,retweet_count,favorite_count,reply_count,quote_count,quoted_status_id_str,quoted_status_short_url,quoted_status_expand_url,user_id_str,user_name,user_full_name,user_verified,in_reply_to_status_id_str,in_reply_to_user_id_str,hashtags,mentions,urls
2020-12-03T23:40:36+00:00,1334643732411387904,1334639820644233217,"@ParaLogicRealm @getmebadges @thehill Also, look at what is happening in the House and Senate. @ House #COVID19 relief bills to save small business blocked by @GOP. Wake the F up.",en,False,False,0,0,0,0,,,,375414500,hyp3rcrav3,Thomas R Prince,False,1334641957050707968,310178081,#COVID19,"ParaLogicRealm , getmebadges , thehill , GOP",
2020-12-03T23:40:36+00:00,1334643731174027265,1334634884371947522,Henry: 10-15 per cent of #COVID19 cases recently have been related to physical sports and activities. Those are just the ones we know are linked. What we do know is those high intensity activities are higher risk.,en,False,False,0,0,0,0,,,,321355076,lkretzel1130,Lasia Kretzel,False,1334641277653041154,321355076,#COVID19,,
2020-12-03T23:40:33+00:00,1334643716670320640,1334643716670320640,#BlackFriday #PINTOAWARSDS #YourLightWithTXT #BTOB4U1stWin #HolaBlackFridayPcComponentes #COVID19 #kookv #sikecigalatasaray #JISUNG #tuesdayvibe #uominiedonne  https://t.co/uBZ5bXhdvz,und,False,False,0,0,0,0,,,,1113220814932008960,seungyulover,jennie,False,,,"#BlackFriday , #PINTOAWARSDS , #YourLightWithTXT , #BTOB4U1stWin , #HolaBlackFridayPcComponentes , #COVID19 , #kookv , #sikecigalatasaray , #JISUNG , #tuesdayvibe , #uominiedonne",,
2020-12-03T23:40:32+00:00,1334643712895438851,1334643712895438851,Also #ChickenPerdue run as being selfish greedy senator. He made millions on private #COVID19 information as inside stock trader while lying #coronavirus wasn’t deadly. This is why #CowardPerdue won’t face u Ossoff in debate! #gapol @FOX5Atlanta @TIAreports https://t.co/tMV2T6ONKo,en,False,False,0,0,0,0,1334633915823382530,,,21539403,NETRetired,Ms. Net,False,,,"#ChickenPerdue , #COVID19 , #coronavirus , #CowardPerdue , #gapol","FOX5Atlanta , TIAreports",
2020-12-03T23:40:31+00:00,1334643707581239297,1334643707581239297,#AEstaHora | Inicia conferencia de prensa del Ministerio de Salud (@MINSAPma) sobre actualización del coronavirus en el país. #COVID19 #Panamá #3dediciembre,es,False,False,0,0,0,0,,,,2842862463,EdnaJaramillotv,Edna Jaramillo G.,False,,,"#AEstaHora , #COVID19 , #Panamá , #3dediciembre",MINSAPma,
2020-12-03T23:40:29+00:00,1334643699448483840,1334643694746656768,"Die Diskussion über PCR ist absurd.
#COVID19 #teamscience #corona",de,False,False,0,0,0,0,,,,1248893319742095360,a_hamprecht,Axel Hamprecht,False,1334643697598816257,1248893319742095360,"#COVID19 , #teamscience , #corona",,
2020-12-03T23:40:28+00:00,1334643696726388736,1334643696726388736,"ALERT: Couple Boards Flight After Testing Positive for
Covid-19 - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/zNhxUa4R8H https://t.co/hkqpYYixAc",en,False,False,0,0,0,0,,,,166326763,GlobalPandemics,GlobalPandemic.NET,False,,,"#Coronavirus , #COVID19 , #Protests",,https://t.co/zNhxUa4R8H
2020-12-03T23:40:27+00:00,1334643690996948994,1334643690996948994,"PPE Connector Founder, Emergency Medicine Physician, and Father. 

Check out his story here https://t.co/LEDnENcgqz

#ppe #kn95 #COVID19  #FrontlineWorkers https://t.co/AQRXI9ejHV",en,False,False,0,0,0,0,,,,1254458571330392068,ppeconnector,ppeconnector,False,,,"#ppe , #kn95 , #COVID19 , #FrontlineWorkers",,https://t.co/LEDnENcgqz
2020-12-03T23:40:26+00:00,1334643690103508993,1334643690103508993,Biden Says He’ll Ask All Americans to Wear Masks for 100 Days #COVID19 #COVID19TIMELINES #WearAMask  https://t.co/yTbZEQSeD3,en,False,False,0,0,0,0,,,,358504373,Multi_Streaming,☀️Multi Stream Media☀️,False,,,"#COVID19 , #COVID19TIMELINES , #WearAMask",,https://t.co/yTbZEQSeD3
2020-12-03T23:40:23+00:00,1334643677302546433,1334643677302546433,"#COVID19 thread...spread the word, not the virus👇🏿

#SpreadTheWordNotTheVirus 
#WearAMaskSaveALife 
#WearADamnMask 
#WearAMask 
#COVID19",en,False,False,0,0,0,0,1334594110888554499,,,1004461165597089792,_theBrownprint_,dSTERLINGb,False,,,"#COVID19 , #SpreadTheWordNotTheVirus , #WearAMaskSaveALife , #WearADamnMask , #WearAMask , #COVID19",,
2020-12-03T23:40:22+00:00,1334643673561182211,1334643673561182211,News just said almost as many  people died today from COVID than 9/11! Hmmm that would be pandemic if true. #maga #COVID19 @realDonaldTrump @RealRLimbaugh,en,False,False,0,0,0,0,,,,1265683015033917442,ThePodAmerica,🇺🇸 ✝️ Pod&America,False,,,"#maga , #COVID19","realDonaldTrump , RealRLimbaugh",
2020-12-03T23:40:22+00:00,1334643671623491593,1334643671623491593,"Infatti #CONTEDIMETTITI è ancora in tendenza dopo quattro ore dalla #conferenzaconte!

#GovernodellaVergogna 
#COVID19 
#TSO",it,False,False,0,0,0,0,1334612412964761600,,,534383477,MissEnzuccia,MissEnzuccia 🇮🇹,False,,,"#CONTEDIMETTITI , #conferenzaconte , #GovernodellaVergogna , #COVID19 , #TSO",,
2020-12-03T23:40:21+00:00,1334643666921656320,1334643666921656320,"Biden to ask Americans to wear masks for 100 days - The US has recorded 14 million cases and 275,000 deaths from Covid-19  https://t.co/iicJDFXZsR #Coronavirus #COVID19 https://t.co/Ox965BJh5X",en,False,False,0,0,0,0,,,,186933748,baphometx,George Roussos,True,,,"#Coronavirus , #COVID19",,https://t.co/iicJDFXZsR
2020-12-03T23:40:20+00:00,1334643662014140417,1334643662014140417,"Iowa hit a 50% positivity rate for COVID-19 testing this week and just now finally imposed a mask mandate FOR THE FIRST TIME ALL YEAR.

More on this heartbreaking read from @TheAtlantic.

https://t.co/Q3DgSMbzGV

#COVID19 #COVID19US",en,False,False,0,0,0,0,,,,63925145,thislilgecko,Kince (he/him),False,,,"#COVID19 , #COVID19US",TheAtlantic,https://t.co/Q3DgSMbzGV
2020-12-03T23:40:19+00:00,1334643657396391941,1334643657396391941,"Any chance we can get Dick Cheney to join them and shoot him up with a lethal injection?
#vaccination #COVID19",en,False,False,0,0,0,0,1334637286902747137,,,1095871361468248064,Anenigmadream,alfred,False,,,"#vaccination , #COVID19",,
2020-12-03T23:40:17+00:00,1334643650236719107,1334643650236719107,"Interviene @DiazCanelB en la Asamblea General d la @ONU_es  sobre la #COVID19 , en la que afirmó la voluntad de #Cuba a continuar trabajando a favor del multilateralismo, la solidaridad, la dignidad humana y la justicia social, de manera firme y resuelta. https://t.co/1ZTVtPuWhk",es,False,False,0,0,0,0,,,,204474027,joaquinsglez,Joaquín,False,,,"#COVID19 , #Cuba","DiazCanelB , ONU_es",https://t.co/1ZTVtPuWhk
2020-12-03T23:40:17+00:00,1334643648919609345,1334638487853789186,"@dj1au @ChrisCuomo So masks work differently now? And months ago it was a good idea to order nursing homes to take #Covid19 patients but only in democrat states?
Funny how people have been reduced to defending this and celebrating an easily preventable, easily treatable disease.",en,False,False,0,0,0,0,,,,1248342871624667136,RobertB06785021,President Elect Vladimir Lootin,False,1334641998968438784,196060643,#Covid19,"dj1au , ChrisCuomo",
2020-12-03T23:40:15+00:00,1334643642829582339,1334643642829582339,"👉È la #Serbia il Paese che, nel mondo, registra il maggior n di casi #COVID19 per n di abitanti:
🔴1.039 per milione di abitanti.

👉L'Italia, con 342 casi per milione di abitanti, non è tra i primi 20.

https://t.co/jzQ80JIojR https://t.co/XsXR4LQlrB",it,False,False,0,0,0,0,,,,454791337,Antonio_Caramia,Antonio Caramia,False,,,"#Serbia , #COVID19",,https://t.co/jzQ80JIojR
2020-12-03T23:40:14+00:00,1334643640283480064,1334643640283480064,"Stay informed &amp; stay ready for wildfires during the pandemic!

🚨 Sign up for alerts at https://t.co/sKFCle7xw6
🚨 Sign up for emergency alerts in your county
🚨 Follow @CAL_FIRE

Download our Safety Tips for Wildfire + #COVID19: 
https://t.co/2igUfhXZAn 

#BondFire #AirportFire",en,False,False,1,0,0,0,1334562924635987969,,,1169735494831202304,ListosCA,Listos California,False,,,"#COVID19 , #BondFire , #AirportFire",CAL_FIRE,"https://t.co/sKFCle7xw6 , https://t.co/2igUfhXZAn"
2020-12-03T23:40:12+00:00,1334643628753510403,1334643628753510403,"Don't risk your #safety or your #health ! #MaskUp More than just a mask, we have created  a system to help us return to in person #education and #socialinteraction. 

https://t.co/8TH0CE1u4r

#SMARTmask #Covid19 #Pandemic #StopCOVID19 
#WearAMask #FlattenTheCurve #StopTheSpread https://t.co/AtHDUbpM4D",en,False,False,0,0,0,0,,,,1316962813257093120,ModernRadioInc,Modern Radio,False,,,"#safety , #health , #MaskUp , #education , #socialinteraction , #SMARTmask , #Covid19 , #Pandemic , #StopCOVID19 , #WearAMask , #FlattenTheCurve , #StopTheSpread",,https://t.co/8TH0CE1u4r
2020-12-03T23:40:11+00:00,1334643627717439488,1334643627717439488,"As Expected, PS5 And Xbox Series X Feel Like They’ve Tied, For Now SEE MORE HERE ==&gt; https://t.co/uTKq3jCQuw #nintendoswitch #Xbox #XboxSeriesX #ps5restock ps5gamers#blackfriday #covid19 #covid #coronavirus #trump https://t.co/fn5qpo3sya",en,False,False,0,0,0,0,,,,306127388,bitcoinconnect,All Express News,False,,,"#nintendoswitch , #Xbox , #XboxSeriesX , #ps5restock , #covid19 , #covid , #coronavirus , #trump",,https://t.co/uTKq3jCQuw
2020-12-03T23:40:11+00:00,1334643626337505282,1334643626337505282,This is the best Nintendo Switch deal you’ll find this holiday season SEE MORE HERE ==&gt; https://t.co/9diE9l1LHF  #nintendoswitch #Xbox #XboxSeriesX  #blackfriday #covid19 #covid #coronavirus #trump https://t.co/75Z027VxK4,en,False,False,0,0,0,0,,,,306127388,bitcoinconnect,All Express News,False,,,"#nintendoswitch , #Xbox , #XboxSeriesX , #blackfriday , #covid19 , #covid , #coronavirus , #trump",,https://t.co/9diE9l1LHF
2020-12-03T23:40:11+00:00,1334643625519616006,1334643625519616006,"#Houston and #SMU will not matchup this Saturday due to positive COVID-19 cases at SMU.

The game was originally scheduled for Nov. 21 — and postponed until Dec. 5 — due to positive #COVID19 cases at Houston.  

The American said it will consider scheduling possibilities.",en,False,False,0,0,0,0,,,,960688663809155073,megnturner_,Meg Turner,False,,,"#Houston , #SMU , #COVID19",,
2020-12-03T23:40:10+00:00,1334643621316976640,1334643621316976640,PS5 restock: Here's where and how to buy a PlayStation 5 this week SEE MORE HERE ==&gt; https://t.co/8PTOFMzQGs  #nintendoswitch #Xbox #XboxSeriesX #ps5restock ps5gamers#blackfriday #covid19 #covid #coronavirus #trump https://t.co/apTEcT8m0E,en,False,False,0,0,0,0,,,,306127388,bitcoinconnect,All Express News,False,,,"#nintendoswitch , #Xbox , #XboxSeriesX , #ps5restock , #covid19 , #covid , #coronavirus , #trump",,https://t.co/8PTOFMzQGs
2020-12-03T23:40:07+00:00,1334643607643549697,1334643607643549697,"Morts #COVID19 par millions d'habitants
#Suede &lt; 700 pas de #confinement ni #masque dans la rue
#Frznce + de 800 grâce aux amendes de #135euros
Des résultats que publie le @lemondefr
sans s'en vanter.",fr,False,False,0,0,0,0,1334451016914378752,,,3158525277,Esberardjluc,Jean-Luc ESBERARD,False,,,"#COVID19 , #Suede , #confinement , #masque , #Frznce , #135euros",lemondefr,
2020-12-03T23:40:07+00:00,1334643606938939395,1334643606938939395,This is the best Nintendo Switch deal you’ll find this holiday season SEE MORE HERE ==&gt; https://t.co/IWMLEC7zZA #nintendoswitch #Xbox #XboxSeriesX #ps5restock ps5gamers#blackfriday #covid19 #covid #coronavirus #trump https://t.co/NOafb2sOhh,en,False,False,0,0,0,0,,,,306127388,bitcoinconnect,All Express News,False,,,"#nintendoswitch , #Xbox , #XboxSeriesX , #ps5restock , #covid19 , #covid , #coronavirus , #trump",,https://t.co/IWMLEC7zZA
2020-12-03T23:40:06+00:00,1334643604157939712,1334643604157939712,"#Canada DD=2/12/2020: #COVID19 on a long jump uphill i.e. not relenting; E(NC(T+1))=6230 (50%CI: 5547-6913).

R(T)=1.11&gt;1 (R(0)=6.7); r(T)=1.5%/day; TC=393506; (NC^=7895); NC(1)=1; NC(T)=6454; E(NC(T+1))=6230 (50%CI: 5547-6913). https://t.co/r2Ko5gU2vQ",en,False,False,0,0,0,0,1334412904964247552,,,1272660278727995392,CovidTrajectory,Dr Nagaratnam Jeyasreedharan (Sree),False,,,"#Canada , #COVID19",,
2020-12-03T23:40:06+00:00,1334643604149723136,1334643604149723136,When will Xbox Series X restock? Try these Xbox Series X stock trackers SEE MORE HERE ==&gt; https://t.co/uTKq3jCQuw #nintendoswitch #Xbox #XboxSeriesX #ps5restock ps5gamers#blackfriday #covid19 #covid #coronavirus #trump https://t.co/ftVZXqmxsQ,en,False,False,0,0,0,0,,,,306127388,bitcoinconnect,All Express News,False,,,"#nintendoswitch , #Xbox , #XboxSeriesX , #ps5restock , #covid19 , #covid , #coronavirus , #trump",,https://t.co/uTKq3jCQuw
2020-12-03T23:40:06+00:00,1334643603260444673,1334643603260444673,"The Onondaga County Medical Society will present our Distinguished Service Award to OCMS member and OHCD Commissioner of Health Dr. Indu Gupta, in recognition of her service to Medicine &amp; the community throughout the #COVID19 pandemic. @mssnytweet @OnondagaHealth @OnondagaCounty https://t.co/99XqUZwvyd",en,False,False,0,0,1,0,,,,983774342424285184,OnondagaCMS,Onondaga County Medical Society,False,,,#COVID19,"mssnytweet , OnondagaHealth , OnondagaCounty",
2020-12-03T23:40:05+00:00,1334643602027204609,1334643602027204609,"This #yearofthevirus. Just heard an Alberta doctor, Dr. Tehseen Ladha, on #CBCNews urging lock down, Field Hospitals and vaccine. Winter unleashed the #COVID19 again.",en,False,False,0,0,0,0,,,,1045834838,ShumonaIqbal,Shumona Iqbal,False,,,"#yearofthevirus , #CBCNews , #COVID19",,
2020-12-03T23:40:05+00:00,1334643601322749962,1334643601322749962,"Probable que Trump haya ordenado uso de máscara para comprobar que es inutil su uso para prevenir #COVID19,  originado y propagado desde #CHINA, que hicieron negocio sembrando Virus Chino.y vendiendo máscaras",es,False,False,0,0,0,0,1334613704424374273,,,233656464,Benhur8a,César Vzla,False,,,"#COVID19 , #CHINA",,
2020-12-03T23:40:04+00:00,1334643595303931907,1334643595303931907,"Parte diario #Covid19

Situación epidemiológica #Chivilcoy

#NosSeguimosCuidando 😷

@BritosGuillermo @SabellaMarcela https://t.co/Yi9umDYy1g",es,False,False,4,2,0,0,,,,490585631,MuniChivilcoy,Municipalidad Chivilcoy,False,,,"#Covid19 , #Chivilcoy , #NosSeguimosCuidando","BritosGuillermo , SabellaMarcela",
2020-12-03T23:40:04+00:00,1334643594351812615,1334590530865520643,"@GuardDo54627481 @Laffincrow No it's not. I've mentioned it to you before. I have a bookmarked post of a video where a Dr speaks about how they were being instructed on filling out death certificates during #COVID19 . Don't remember offhand, but he isn't only a Dr. He's a Senator or Representative too.",en,False,False,0,0,0,0,,,,117265333,Cagsil,Citizens Attain Greater Satisfaction In Life,False,1334642732279746561,1200855575778738183,#COVID19,"GuardDo54627481 , Laffincrow",
2020-12-03T23:40:03+00:00,1334643591378046977,1334643591378046977,IBM descubre un ataque global por correo electrónico en la cadena de suministro de vacunas de contra el #COVID19 ► https://t.co/ISoiaMxohv https://t.co/6nrQO6Bcu5,es,False,False,0,0,0,0,,,,8225692,eluniversocom,El Universo,True,,,#COVID19,,https://t.co/ISoiaMxohv
2020-12-03T23:40:03+00:00,1334643590597726208,1334643590597726208,"Couple diagnosed with Covid is arrested after boarding flight for Hawaii knowing they were ill. #Covid19 

https://t.co/yLNYL12kCs",en,False,False,0,0,0,0,,,,2223667092,EWillaSimpson,E. Willa Simpson,False,,,#Covid19,,https://t.co/yLNYL12kCs
2020-12-03T23:40:01+00:00,1334643584738398208,1334643584738398208,Fiestas en cuarentena o cómo innovar en tiempos de crisis https://t.co/rBGLKAZCgR #lifestyle #yomequedoencasa #covid19,es,False,False,0,0,0,0,,,,1160237865516838912,fabelimagazine,Fabeli Magazine | Revista en español para mujeres,False,,,"#lifestyle , #yomequedoencasa , #covid19",,https://t.co/rBGLKAZCgR
2020-12-03T23:40:01+00:00,1334643582783934466,1334643582783934466,"Lili Chan, MD, discusses her research regarding #COVID19 patients and acute kidney injury: https://t.co/uOIiJhLH6T",en,False,False,1,1,0,0,,,,1268038951,IcahnMountSinai,Icahn School of Medicine at Mount Sinai,True,,,#COVID19,,https://t.co/uOIiJhLH6T
2020-12-03T23:40:00+00:00,1334643578505633792,1334643578505633792,"El canciller de #Cuba🇨🇺  @BrunoRguezP reconoció a los profesionales de la salud y sus esfuerzos por salvar vidas frente a la pandemia de la #COVID19 en ocasión del Día de la Medicina Latinoamericana.

🧐 Léalo en #PrensaLatina 
➡️ https://t.co/hCyJWSPSsl

@CubaMINREX https://t.co/q8TTCBnF7N",es,False,False,0,0,0,0,,,,1242478224925265921,PLprensalatina,PL Agencia Prensa Latina,False,,,"#Cuba , #COVID19 , #PrensaLatina","BrunoRguezP , CubaMINREX",https://t.co/hCyJWSPSsl
2020-12-03T23:40:00+00:00,1334643578484617218,1334643578484617218,"A whisper in the ear gives a brief moment for panic and fear 
Its near... My dear friend saved my life. #COVID19 #2020Wrapped        Learn More: https://t.co/fDjEqaZz9E https://t.co/BxInZLs0EZ",en,False,False,0,0,0,0,,,,1333805757352075264,GotFred6,Got Fred?,False,,,"#COVID19 , #2020Wrapped",,https://t.co/fDjEqaZz9E
2020-12-03T23:40:00+00:00,1334643578375712770,1334643578375712770,"🚨#Interpol emiten alerta por vacunas falsas🚨

La organización alertó sobre una “potencial actividad criminal"". Estas actividades consisten en la falsificación, el robo o la promoción ilegal de vacunas contra el #Covid19 y la gripe“.

https://t.co/07V8Iv3DMB",es,False,False,0,0,0,0,,,,1322257169753034760,SubrayadoM,Subrayado.mx,False,,,"#Interpol , #Covid19",,https://t.co/07V8Iv3DMB
2020-12-03T23:40:00+00:00,1334643578291761152,1334643578291761152,😷 #Ayñ En las personas de 51 a 60 años se concentra la mayor mortalidad a causa de la #COVID19 en #Puebla https://t.co/5mWdVx8d6D,es,False,False,0,0,0,0,,,,549813366,CentralPuebla,Periódico Central,False,,,"#Ayñ , #COVID19 , #Puebla",,https://t.co/5mWdVx8d6D
2020-12-03T23:39:59+00:00,1334643575448084485,1334643575448084485,"In The Guardian today. 
Cool your jets, ⁦@erinotoole⁩.
You too, ⁦@fordnation⁩
#COVID19 #cdnpoli https://t.co/Yhz1n8EJ6C",en,False,False,0,0,0,0,,,,709860687,DavidHamer_1951,David Hamer,False,,,"#COVID19 , #cdnpoli","erinotoole , fordnation",
2020-12-03T23:39:58+00:00,1334643572889563136,1334643570284883971,Mañana ultimo día y de vuelta a entrenar en casa 🥺🙃... digamos que es un espacio reducido y tengo que hacer ninjutsu para no molestar. 10-4  #COVID19,es,False,False,0,0,0,0,,,,104214725,ConiFariasP,Constanza Farias,False,1334643570284883971,104214725,#COVID19,,
2020-12-03T23:39:58+00:00,1334643569127284738,1334643569127284738,"People incarcerated at the Richmond jail say they were tear gassed this summer after a few people demanded answers on the #COVID19 outbreak.
@WhittneyE has updates from a press conference held outside the jail today.
https://t.co/K5aJiUt7uO",en,False,False,0,0,0,0,,,,18451925,myVPM,VPM,False,,,#COVID19,WhittneyE,https://t.co/K5aJiUt7uO
2020-12-03T23:39:56+00:00,1334643563762741252,1334643563762741252,".@TDEM, in partnership with @teainfo, has distributed over 1 million #COVID19 rapid tests and over 75 million masks to schools across Texas. 

Here's a behind-the-scenes look at the @TDEM warehouse operations that make it all possible.

#TexansHelpingTexans @GovAbbott @ChiefKidd https://t.co/Knxq5Nz31Y",en,False,False,1,0,0,0,,,,1071205484,TDEM,Texas Division of Emergency Management,True,,,"#COVID19 , #TexansHelpingTexans","TDEM , teainfo , TDEM , GovAbbott , chiefkidd",
2020-12-03T23:39:56+00:00,1334643562261213188,1334643562261213188,"TONIGHT at 10 PM on @Boston 25 Channel 806 @MaliniBasu_ and I discuss

Moving communities in the #COVID19 Red Zone to safety https://t.co/qgJeHjuVoJ",en,False,False,0,0,0,0,,,,879161563,CMichaelGibson,C. Michael Gibson MD,False,,,#COVID19,"Boston , MaliniBasu_",
2020-12-03T23:39:48+00:00,1334643530946523136,1334643530946523136,"Entiendan: lo del #COVID19 no solo es por ustedes sino por los demás. 

Francamente no sean #Covidiotas...

😷

👇🏽",es,False,False,0,0,0,0,1334642400967405570,,,180944661,jpbecerraacosta,JP Becerra-Acosta M.,False,,,"#COVID19 , #Covidiotas",,
2020-12-03T23:39:47+00:00,1334643523749097474,1334643523749097474,Interesting premise. #COVID19 #quebec #qcpoli #Canada,en,False,False,1,0,0,0,1334642904728530946,,,454278875,InRodWeTrustMTL,Rod Francis,False,,,"#COVID19 , #quebec , #qcpoli , #Canada",,
2020-12-03T23:39:45+00:00,1334643517973549056,1334643517973549056,"En pleno apogeo y baile, paran policías fiesta de XV Años, en Acapulco https://t.co/a3OloB2kI6 #Acapulco #Fiesta #XVAnos #Clausura #COVID19 #Operativo",es,False,False,0,0,0,0,,,,1296865272339472384,AcapulcoRevista,RevistaAcapulco,False,,,"#Acapulco , #Fiesta , #XVAnos , #Clausura , #COVID19 , #Operativo",,https://t.co/a3OloB2kI6
2020-12-03T23:39:44+00:00,1334643511807909891,1334595354898128897,@MarshaBlackburn Let’s talk about killing your own citizens #COVID19 @realDonaldTrump #MassExtinctionPresident https://t.co/T9ye32vQdy,en,False,False,0,0,0,0,,,,1222901026837037058,AgainPete,Pete_Again🆘🇺🇸,False,1334595354898128897,278145569,"#COVID19 , #MassExtinctionPresident","MarshaBlackburn , realDonaldTrump",
2020-12-03T23:39:43+00:00,1334643506200055808,1334643506200055808,"I am so disappointed in @EricClapton joining @VanMorrison on the #COVID19 death squad. So much of both their music in my collection, they were 2 of my favs. Now, it comes up, I skip it. That'll teach 'em. #Ignorant #Selfish #LiveMusicWillComeBackDeadPeopleWont",en,False,False,0,0,0,0,,,,145715186,ChrisJHeinz,Hunker-Down Heinz #BLM,False,,,"#COVID19 , #Ignorant , #Selfish , #LiveMusicWillComeBackDeadPeopleWont","EricClapton , vanmorrison",
2020-12-03T23:39:42+00:00,1334643504602025987,1334594528083316738,"@PreetBharara @glennkirschner2 @maddow @MSNBC @CNN @MysterySolvent @robreiner @kylegriffin1 @essenviews @RBReich @60Minutes @AshaRangappa_ @BarefootNWinter #mounthushevermore 
#pushhush #COVID19 #CNN 
@donlemon @AC360 
@AriMelber @ddale8 @GloriaBorger @MelBrooks 
@albertbrooks",und,False,False,0,0,0,0,,,,254775271,TOMeHEGER,Thomas Heger,False,1334594528083316738,254775271,"#mounthushevermore , #pushhush , #COVID19 , #CNN","PreetBharara , glennkirschner2 , maddow , MSNBC , CNN , MysterySolvent , robreiner , kylegriffin1 , essenviews , RBReich , 60Minutes , AshaRangappa_ , BarefootNWinter , donlemon , AC360 , AriMelber , ddale8 , GloriaBorger , MelBrooks , AlbertBrooks",
